This file created by XXX
273 	 0.57 	 0.96 	 0.091 	 0.834 
373 	 1.19 	 0.95 	 0.076 	 0.636 
222 	 1.92 	 0.52 	 0.040 	 0.327 
314 	 0.79 	 0.78 	 0.074 	 0.437 
356 	 1.84 	 0.55 	 0.063 	 0.156 
120 	 0.71 	 0.09 	 0.072 	 0.127 
210 	 1.17 	 0.31 	 0.056 	 0.990 
310 	 1.72 	 0.67 	 0.025 	 0.582 
271 	 0.28 	 0.83 	 0.060 	 0.429 
106 	 0.23 	 0.38 	 0.071 	 0.232 
291 	 1.57 	 0.04 	 0.077 	 0.236 
338 	 1.92 	 0.45 	 0.044 	 0.149 
156 	 1.46 	 0.02 	 0.068 	 0.886 
183 	 1.63 	 0.63 	 0.008 	 0.534 
 91 	 1.97 	 0.62 	 0.090 	 0.658 
170 	 1.28 	 0.29 	 0.010 	 0.141 
307 	 1.63 	 0.14 	 0.036 	 0.867 
 99 	 0.94 	 0.02 	 0.050 	 0.647 
 89 	 1.51 	 0.87 	 0.020 	 0.555 
252 	 0.22 	 0.16 	 0.029 	 0.934 
385 	 1.95 	 0.50 	 0.032 	 0.673 
333 	 1.35 	 0.12 	 0.077 	 0.878 
247 	 1.17 	 0.72 	 0.001 	 0.303 
  3 	 1.72 	 0.28 	 0.020 	 0.232 
322 	 0.40 	 0.68 	 0.055 	 0.618 
 94 	 0.35 	 0.76 	 0.019 	 0.886 
225 	 0.92 	 0.70 	 0.068 	 0.237 
257 	 1.81 	 0.26 	 0.025 	 0.933 
178 	 1.11 	 0.05 	 0.021 	 0.673 
392 	 0.85 	 0.75 	 0.069 	 0.194 
 74 	 1.54 	 0.16 	 0.094 	 0.999 
196 	 1.33 	 0.79 	 0.087 	 0.966 
 74 	 0.20 	 0.66 	 0.090 	 0.846 
173 	 0.96 	 0.99 	 0.072 	 0.574 
283 	 1.88 	 0.93 	 0.019 	 0.373 
 63 	 0.22 	 0.30 	 0.078 	 0.650 
124 	 1.45 	 0.50 	 0.070 	 0.882 
377 	 0.55 	 0.10 	 0.014 	 0.234 
105 	 0.99 	 0.85 	 0.084 	 0.765 
211 	 1.35 	 0.27 	 0.074 	 0.321 
167 	 0.70 	 0.74 	 0.095 	 0.745 
  8 	 1.49 	 0.51 	 0.015 	 0.922 
133 	 0.36 	 0.24 	 0.014 	 0.830 
180 	 1.82 	 0.37 	 0.021 	 0.455 
270 	 0.23 	 0.36 	 0.070 	 0.459 
216 	 0.71 	 0.80 	 0.014 	 0.329 
 10 	 0.67 	 0.39 	 0.063 	 0.147 
358 	 1.47 	 0.30 	 0.057 	 0.210 
303 	 0.30 	 0.46 	 0.069 	 0.616 
205 	 0.08 	 0.93 	 0.041 	 0.496 
206 	 0.99 	 0.26 	 0.086 	 0.196 
152 	 1.86 	 0.21 	 0.072 	 0.880 
107 	 0.16 	 0.03 	 0.053 	 0.463 
  0 	 1.90 	 0.33 	 0.011 	 0.810 
 12 	 0.87 	 0.86 	 0.093 	 0.243 
233 	 1.71 	 0.47 	 0.075 	 0.803 
189 	 1.32 	 0.70 	 0.053 	 0.626 
313 	 1.96 	 0.48 	 0.041 	 0.816 
195 	 0.17 	 0.93 	 0.063 	 0.285 
238 	 0.73 	 0.81 	 0.083 	 0.452 
 18 	 0.05 	 0.99 	 0.074 	 0.155 
 85 	 0.83 	 0.28 	 0.052 	 0.596 
394 	 0.17 	 0.59 	 0.057 	 0.708 
142 	 0.03 	 0.43 	 0.059 	 0.273 
165 	 0.37 	 0.32 	 0.026 	 0.598 
119 	 1.59 	 0.79 	 0.017 	 0.377 
388 	 0.16 	 0.50 	 0.006 	 0.715 
100 	 0.86 	 0.15 	 0.020 	 0.121 
274 	 1.12 	 0.25 	 0.079 	 0.327 
235 	 0.90 	 0.02 	 0.040 	 0.141 
 81 	 0.60 	 0.43 	 0.000 	 0.899 
383 	 1.74 	 0.24 	 0.015 	 0.206 
202 	 1.68 	 0.29 	 0.089 	 0.431 
300 	 0.81 	 0.69 	 0.079 	 0.725 
 69 	 0.49 	 0.84 	 0.063 	 0.956 
175 	 0.29 	 0.80 	 0.023 	 0.603 
 18 	 1.17 	 0.41 	 0.048 	 0.635 
123 	 0.95 	 0.37 	 0.081 	 0.734 
383 	 0.15 	 0.48 	 0.048 	 0.965 
397 	 0.61 	 0.91 	 0.061 	 0.338 
286 	 1.64 	 0.50 	 0.095 	 0.460 
275 	 0.72 	 0.26 	 0.092 	 0.613 
359 	 0.51 	 0.81 	 0.038 	 0.506 
192 	 0.19 	 0.51 	 0.002 	 0.712 
376 	 1.96 	 0.87 	 0.034 	 0.101 
 94 	 0.08 	 0.38 	 0.051 	 0.992 
326 	 1.08 	 0.84 	 0.064 	 0.639 
 73 	 0.19 	 0.24 	 0.011 	 0.634 
240 	 0.71 	 0.24 	 0.017 	 0.725 
396 	 1.51 	 0.13 	 0.022 	 0.438 
340 	 1.14 	 0.11 	 0.069 	 0.718 
 19 	 1.60 	 0.93 	 0.038 	 0.546 
 38 	 0.81 	 0.61 	 0.038 	 0.676 
387 	 1.73 	 0.58 	 0.096 	 0.512 
133 	 0.02 	 0.45 	 0.037 	 0.604 
149 	 0.88 	 0.83 	 0.007 	 0.743 
244 	 1.68 	 0.31 	 0.093 	 0.983 
 44 	 1.71 	 0.26 	 0.081 	 0.694 
232 	 1.45 	 0.90 	 0.083 	 0.472 
198 	 0.63 	 0.82 	 0.012 	 0.620 
389 	 1.33 	 0.75 	 0.010 	 0.326 
 82 	 0.55 	 0.48 	 0.036 	 0.565 
 21 	 1.29 	 0.61 	 0.035 	 0.465 
261 	 0.58 	 0.41 	 0.074 	 0.890 
 60 	 1.08 	 0.91 	 0.005 	 0.523 
 80 	 0.00 	 0.78 	 0.088 	 0.283 
129 	 1.10 	 0.28 	 0.004 	 0.180 
101 	 0.21 	 0.04 	 0.025 	 0.720 
325 	 1.02 	 0.03 	 0.023 	 0.818 
272 	 1.69 	 0.35 	 0.025 	 0.186 
309 	 1.17 	 0.66 	 0.075 	 0.871 
 68 	 0.30 	 0.31 	 0.026 	 0.619 
203 	 0.17 	 0.62 	 0.010 	 0.754 
293 	 0.53 	 0.03 	 0.075 	 0.148 
 38 	 0.42 	 0.02 	 0.079 	 0.487 
217 	 0.66 	 0.48 	 0.051 	 0.799 
372 	 0.96 	 0.90 	 0.017 	 0.146 
147 	 1.93 	 0.10 	 0.087 	 0.227 
398 	 0.71 	 0.99 	 0.076 	 0.425 
175 	 1.30 	 0.98 	 0.049 	 0.987 
 77 	 0.62 	 0.48 	 0.075 	 0.553 
 86 	 0.40 	 0.17 	 0.037 	 0.941 
245 	 1.23 	 0.71 	 0.086 	 0.577 
252 	 1.90 	 0.36 	 0.092 	 0.525 
327 	 1.06 	 0.91 	 0.075 	 0.347 
352 	 0.15 	 0.23 	 0.097 	 0.446 
157 	 1.95 	 0.10 	 0.002 	 0.173 
192 	 0.10 	 0.96 	 0.008 	 0.496 
322 	 0.08 	 0.67 	 0.047 	 0.136 
  2 	 0.34 	 0.64 	 0.050 	 0.595 
395 	 0.07 	 0.77 	 0.080 	 0.253 
350 	 1.93 	 0.04 	 0.026 	 0.522 
200 	 0.23 	 0.97 	 0.072 	 0.462 
325 	 0.10 	 0.13 	 0.020 	 0.821 
 43 	 0.47 	 0.26 	 0.074 	 0.767 
217 	 0.80 	 0.37 	 0.030 	 0.265 
  8 	 1.46 	 0.16 	 0.004 	 0.202 
310 	 0.47 	 0.90 	 0.054 	 0.415 
116 	 0.46 	 0.65 	 0.028 	 0.549 
342 	 1.31 	 0.57 	 0.043 	 0.760 
385 	 0.29 	 0.26 	 0.014 	 0.410 
311 	 1.55 	 0.09 	 0.001 	 0.768 
350 	 0.52 	 0.93 	 0.098 	 0.707 
305 	 1.98 	 0.35 	 0.035 	 0.594 
236 	 0.68 	 0.54 	 0.048 	 0.410 
167 	 1.64 	 0.62 	 0.022 	 0.657 
111 	 0.63 	 0.98 	 0.047 	 0.544 
363 	 0.46 	 0.33 	 0.057 	 0.963 
250 	 1.51 	 0.08 	 0.041 	 0.877 
274 	 0.42 	 0.39 	 0.035 	 0.191 
270 	 0.06 	 0.07 	 0.098 	 0.510 
297 	 1.45 	 1.00 	 0.060 	 0.275 
365 	 1.53 	 0.32 	 0.074 	 0.406 
 50 	 1.97 	 0.42 	 0.045 	 0.822 
167 	 1.34 	 0.62 	 0.037 	 0.328 
 66 	 0.74 	 0.15 	 0.088 	 0.212 
300 	 0.74 	 0.11 	 0.055 	 0.986 
286 	 0.61 	 0.36 	 0.074 	 0.920 
387 	 1.85 	 0.29 	 0.065 	 0.960 
277 	 0.70 	 0.04 	 0.099 	 0.517 
187 	 1.26 	 0.64 	 0.029 	 0.567 
200 	 1.67 	 0.13 	 0.044 	 0.816 
 90 	 1.75 	 0.35 	 0.074 	 0.207 
233 	 1.00 	 0.59 	 0.080 	 0.829 
296 	 1.33 	 0.01 	 0.091 	 0.537 
296 	 0.54 	 0.25 	 0.043 	 0.657 
 57 	 1.08 	 0.21 	 0.042 	 0.561 
219 	 0.12 	 0.34 	 0.002 	 0.177 
157 	 1.20 	 0.11 	 0.013 	 0.309 
234 	 1.71 	 0.50 	 0.060 	 0.936 
 65 	 0.96 	 0.60 	 0.044 	 0.502 
195 	 0.59 	 0.68 	 0.035 	 0.955 
347 	 0.19 	 0.01 	 0.006 	 0.591 
 26 	 0.96 	 0.52 	 0.079 	 0.605 
146 	 0.36 	 0.66 	 0.037 	 0.413 
339 	 1.55 	 0.53 	 0.009 	 0.977 
335 	 0.07 	 0.06 	 0.075 	 0.154 
 89 	 1.61 	 0.91 	 0.084 	 0.340 
158 	 0.53 	 0.52 	 0.015 	 0.444 
259 	 0.86 	 0.38 	 0.091 	 0.628 
361 	 0.76 	 0.93 	 0.075 	 0.554 
288 	 1.98 	 0.02 	 0.031 	 0.153 
 31 	 0.03 	 0.57 	 0.058 	 0.343 
298 	 1.27 	 0.96 	 0.018 	 0.665 
100 	 1.64 	 0.41 	 0.089 	 0.363 
 42 	 1.90 	 0.94 	 0.069 	 0.194 
287 	 1.88 	 0.31 	 0.086 	 0.555 
363 	 1.09 	 0.37 	 0.016 	 0.915 
218 	 0.04 	 0.27 	 0.003 	 0.302 
  7 	 1.60 	 0.29 	 0.033 	 0.563 
268 	 0.36 	 0.51 	 0.063 	 0.735 
 33 	 0.73 	 0.80 	 0.027 	 0.777 
193 	 1.37 	 0.08 	 0.089 	 0.593 
338 	 0.21 	 0.08 	 0.016 	 0.768 
226 	 0.66 	 0.06 	 0.029 	 0.136 
296 	 0.52 	 0.56 	 0.098 	 0.526 
114 	 0.09 	 0.66 	 0.062 	 0.699 
105 	 0.35 	 0.27 	 0.056 	 0.834 
112 	 1.03 	 0.80 	 0.013 	 0.449 
  6 	 0.30 	 0.67 	 0.034 	 0.477 
172 	 0.79 	 0.53 	 0.083 	 0.296 
 46 	 1.15 	 0.15 	 0.089 	 0.730 
319 	 1.33 	 0.15 	 0.043 	 0.962 
 74 	 1.71 	 0.88 	 0.093 	 0.144 
332 	 1.87 	 0.20 	 0.039 	 0.737 
220 	 1.24 	 0.59 	 0.062 	 0.397 
239 	 1.63 	 0.35 	 0.083 	 0.504 
 57 	 0.75 	 0.43 	 0.005 	 0.660 
 86 	 1.25 	 0.36 	 0.086 	 0.330 
365 	 1.38 	 0.21 	 0.014 	 0.319 
147 	 0.75 	 0.38 	 0.024 	 0.995 
 98 	 0.12 	 0.50 	 0.085 	 0.937 
203 	 0.91 	 0.16 	 0.048 	 0.167 
181 	 0.02 	 0.53 	 0.094 	 0.176 
132 	 1.81 	 0.58 	 0.061 	 0.134 
339 	 1.52 	 0.61 	 0.005 	 0.863 
215 	 0.77 	 0.98 	 0.086 	 0.196 
 36 	 1.35 	 0.10 	 0.021 	 0.478 
274 	 1.99 	 0.15 	 0.097 	 0.447 
355 	 1.14 	 0.18 	 0.002 	 0.361 
284 	 1.52 	 0.39 	 0.018 	 0.335 
321 	 0.45 	 0.12 	 0.075 	 0.670 
 26 	 1.50 	 0.87 	 0.073 	 0.364 
176 	 0.45 	 0.52 	 0.005 	 0.838 
215 	 1.39 	 0.26 	 0.033 	 0.982 
 81 	 1.55 	 0.08 	 0.090 	 0.698 
106 	 0.90 	 0.48 	 0.010 	 0.424 
153 	 0.15 	 0.63 	 0.067 	 0.167 
296 	 0.85 	 0.08 	 0.092 	 0.435 
260 	 1.13 	 0.97 	 0.015 	 0.965 
206 	 1.38 	 0.83 	 0.032 	 0.857 
286 	 0.30 	 0.10 	 0.031 	 0.215 
318 	 0.89 	 0.64 	 0.074 	 0.640 
280 	 1.33 	 0.16 	 0.041 	 0.378 
117 	 1.86 	 0.56 	 0.068 	 0.174 
303 	 1.10 	 0.90 	 0.010 	 0.973 
263 	 1.04 	 0.61 	 0.044 	 0.547 
321 	 0.57 	 0.12 	 0.023 	 0.160 
368 	 0.99 	 0.94 	 0.056 	 0.365 
178 	 0.43 	 0.47 	 0.075 	 0.739 
261 	 0.67 	 0.04 	 0.018 	 0.706 
205 	 1.06 	 0.74 	 0.071 	 0.700 
155 	 0.52 	 0.43 	 0.000 	 0.275 
379 	 1.75 	 0.57 	 0.047 	 0.846 
  9 	 1.49 	 0.88 	 0.007 	 0.240 
155 	 0.82 	 0.52 	 0.018 	 0.587 
151 	 1.67 	 0.84 	 0.021 	 0.954 
293 	 1.36 	 0.43 	 0.042 	 0.985 
140 	 1.65 	 0.84 	 0.016 	 0.533 
  4 	 0.14 	 0.58 	 0.056 	 0.537 
128 	 1.17 	 0.68 	 0.049 	 0.373 
 16 	 0.86 	 0.83 	 0.089 	 0.501 
298 	 1.07 	 0.83 	 0.072 	 0.776 
 88 	 0.41 	 0.37 	 0.075 	 0.633 
170 	 0.43 	 0.81 	 0.097 	 0.356 
277 	 0.85 	 0.68 	 0.021 	 0.426 
218 	 0.74 	 0.61 	 0.064 	 0.190 
384 	 1.06 	 0.45 	 0.012 	 0.598 
 52 	 1.54 	 0.32 	 0.100 	 0.172 
 91 	 0.47 	 0.96 	 0.096 	 0.593 
190 	 0.61 	 0.38 	 0.087 	 0.483 
280 	 0.47 	 0.10 	 0.036 	 0.391 
141 	 0.04 	 0.08 	 0.085 	 0.835 
 20 	 0.09 	 0.19 	 0.002 	 0.958 
198 	 1.03 	 0.38 	 0.066 	 0.114 
315 	 0.17 	 0.73 	 0.008 	 0.324 
364 	 1.47 	 0.01 	 0.096 	 0.143 
267 	 1.05 	 0.10 	 0.094 	 0.919 
295 	 0.68 	 0.88 	 0.059 	 0.786 
358 	 0.99 	 0.28 	 0.020 	 0.576 
 83 	 1.76 	 0.24 	 0.067 	 0.462 
122 	 1.97 	 0.84 	 0.050 	 0.969 
372 	 0.38 	 0.75 	 0.024 	 0.173 
128 	 0.46 	 0.66 	 0.029 	 0.912 
110 	 0.08 	 0.41 	 0.018 	 0.969 
 43 	 1.34 	 0.81 	 0.086 	 0.968 
104 	 1.93 	 0.70 	 0.058 	 0.342 
185 	 1.61 	 0.73 	 0.007 	 0.263 
338 	 1.79 	 0.10 	 0.060 	 0.918 
234 	 1.60 	 0.34 	 0.087 	 0.940 
 15 	 1.19 	 0.51 	 0.042 	 0.614 
267 	 1.44 	 0.08 	 0.045 	 0.162 
305 	 1.77 	 0.64 	 0.001 	 0.108 
181 	 0.49 	 0.46 	 0.072 	 0.785 
392 	 0.18 	 0.68 	 0.053 	 0.702 
 37 	 0.18 	 0.23 	 0.090 	 0.283 
347 	 1.92 	 0.02 	 0.003 	 0.552 
276 	 0.92 	 0.92 	 0.073 	 0.141 
 91 	 0.51 	 0.76 	 0.080 	 0.254 
 54 	 0.13 	 0.24 	 0.049 	 0.944 
174 	 1.01 	 0.94 	 0.020 	 0.252 
194 	 1.67 	 0.09 	 0.025 	 0.555 
147 	 0.77 	 0.60 	 0.086 	 0.633 
 58 	 1.44 	 0.84 	 0.030 	 0.205 
393 	 0.79 	 0.03 	 0.005 	 0.967 
282 	 1.23 	 0.09 	 0.007 	 0.174 
215 	 0.77 	 0.02 	 0.094 	 0.803 
229 	 1.15 	 0.95 	 0.084 	 0.841 
140 	 1.93 	 0.57 	 0.063 	 0.820 
344 	 0.86 	 0.24 	 0.053 	 0.996 
311 	 0.46 	 0.76 	 0.095 	 0.413 
 77 	 0.22 	 0.65 	 0.003 	 0.834 
341 	 1.23 	 0.43 	 0.042 	 0.612 
250 	 0.25 	 0.62 	 0.078 	 0.481 
214 	 1.76 	 0.69 	 0.033 	 0.638 
143 	 0.18 	 0.30 	 0.045 	 0.660 
305 	 0.58 	 0.97 	 0.025 	 0.218 
148 	 0.51 	 0.18 	 0.033 	 0.299 
337 	 1.78 	 0.09 	 0.013 	 0.685 
378 	 0.69 	 0.72 	 0.009 	 0.145 
159 	 0.52 	 0.95 	 0.022 	 0.566 
158 	 0.85 	 0.23 	 0.055 	 0.679 
108 	 0.88 	 0.99 	 0.033 	 0.449 
231 	 1.27 	 0.93 	 0.060 	 0.672 
313 	 1.64 	 0.07 	 0.054 	 0.892 
 35 	 1.83 	 0.38 	 0.048 	 0.577 
377 	 0.36 	 0.33 	 0.035 	 0.400 
277 	 1.79 	 0.76 	 0.042 	 0.455 
320 	 1.66 	 0.82 	 0.013 	 0.617 
380 	 0.14 	 0.36 	 0.065 	 0.786 
 28 	 1.39 	 0.62 	 0.071 	 0.606 
197 	 0.24 	 0.18 	 0.005 	 0.461 
 75 	 1.12 	 0.69 	 0.030 	 0.792 
299 	 1.95 	 0.05 	 0.076 	 0.340 
341 	 1.36 	 0.60 	 0.057 	 0.149 
191 	 0.75 	 0.91 	 0.011 	 0.326 
348 	 0.85 	 0.03 	 0.088 	 0.640 
390 	 0.34 	 0.95 	 0.019 	 0.947 
184 	 0.25 	 0.74 	 0.039 	 0.740 
 41 	 1.27 	 0.61 	 0.027 	 0.237 
100 	 0.72 	 0.79 	 0.057 	 0.661 
  3 	 1.00 	 0.17 	 0.077 	 0.721 
241 	 0.37 	 0.82 	 0.061 	 0.975 
308 	 0.19 	 0.43 	 0.014 	 0.594 
323 	 0.07 	 0.33 	 0.089 	 0.178 
258 	 1.45 	 0.41 	 0.061 	 0.844 
297 	 1.25 	 0.65 	 0.071 	 0.146 
251 	 0.23 	 0.51 	 0.015 	 0.989 
 40 	 1.28 	 0.59 	 0.052 	 0.244 
301 	 0.94 	 0.55 	 0.078 	 0.933 
214 	 0.45 	 0.71 	 0.083 	 0.420 
 20 	 1.14 	 0.88 	 0.065 	 0.512 
 36 	 1.60 	 0.09 	 0.088 	 0.353 
144 	 1.26 	 0.74 	 0.029 	 0.519 
180 	 1.84 	 0.90 	 0.052 	 0.831 
129 	 0.29 	 0.98 	 0.040 	 0.322 
 98 	 1.39 	 0.79 	 0.006 	 0.295 
 80 	 1.23 	 0.87 	 0.078 	 0.899 
240 	 0.30 	 0.97 	 0.072 	 0.308 
103 	 0.56 	 0.26 	 0.072 	 0.666 
159 	 0.10 	 0.97 	 0.040 	 0.989 
356 	 0.12 	 0.04 	 0.056 	 0.953 
324 	 0.18 	 0.87 	 0.042 	 0.696 
 98 	 1.39 	 1.00 	 0.011 	 0.136 
226 	 1.84 	 0.79 	 0.030 	 0.515 
328 	 1.50 	 0.76 	 0.056 	 0.323 
  5 	 1.77 	 0.66 	 0.094 	 0.372 
262 	 1.79 	 0.53 	 0.096 	 0.826 
381 	 0.21 	 0.69 	 0.033 	 0.441 
